id,source_url,source_trust,company_name,industry_sector,raw_text_snippet,location,extracted_keywords,recommended_product,secondary_product,urgency_score,confidence_score,status,created_at,normalized_company,is_verified,priority_score
9d388109-8b9b-48d8-b9e0-0447256923c4,https://industry-news-wire.in/news/signal-134,70,Reliance Ltd,Textiles (Jute),"notice: reliance ltd is initiating a batching oil procurement in nagpur, mh. this development indicates immediate requirement for jbo (jute batching oil).","Kolkata, WB","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),5,0.86,New,2026-02-05,Reliance,False,6.4399999999999995
363a12b6-c5a8-4378-becc-f4024b13a354,https://dgft.gov.in/tenders/news/signal-135,98,JSW Group,Manufacturing (Steel/Glass),"notice: jsw group is initiating a heat treatment plant in visakhapatnam, ap. this development indicates immediate requirement for furnace oil (fo).","Ahmedabad, GJ","thermal, smelting, billets",Furnace Oil (FO),LSHS (Low Sulphur fuel),5,0.76,New,2026-01-17,Jsw,True,6.04
38982b0d-5283-4831-8c5c-fc0856e615d6,https://industry-news-wire.in/news/signal-136,70,L&T Industries,Road Construction,"notice: l&t industries is initiating a bridge building in nagpur, mh. this development indicates immediate requirement for bitumen.","Jamshedpur, JH","tarmac, NHAI, civil works",Bitumen,LDO (Machinery fuel),4,0.88,New,2026-02-03,L&T,False,5.92
d4e90058-8886-4766-bc68-afc62274c5af,https://dgft.gov.in/tenders/news/signal-137,98,JSW Infra,Manufacturing (Steel/Glass),"notice: jsw infra is initiating a heat treatment plant in nagpur, mh. this development indicates immediate requirement for furnace oil (fo).","Kolkata, WB","thermal, smelting, billets",Furnace Oil (FO),LSHS (Low Sulphur fuel),6,0.89,New,2026-01-05,Jsw,True,7.16
19e84509-d86a-4b3d-9f95-0b2fb396b337,https://dgft.gov.in/tenders/news/signal-138,98,JSW Group,Chemical & Solvents,"notice: jsw group is initiating a solvent extraction unit in jamshedpur, jh. this development indicates immediate requirement for hexane.","Chennai, TN","extraction, purification, solvent",Hexane,Solvent 1425,4,0.98,New,2026-01-13,Jsw,True,6.32
f59b454a-b0a3-47d8-acad-f3e25d00ef1c,https://industry-news-wire.in/news/signal-139,70,Birla Infra,Road Construction,"notice: birla infra is initiating a pavement resurfacing in kolkata, wb. this development indicates immediate requirement for bitumen.","Visakhapatnam, AP","tarmac, NHAI, civil works",Bitumen,LDO (Machinery fuel),4,0.87,New,2026-01-06,Birla,False,5.88
c909772f-96b7-40e5-a605-7860987476d8,https://dgft.gov.in/tenders/news/signal-140,98,Reliance Group,Power & Logistics,"notice: reliance group is initiating a dg set maintenance in jamshedpur, jh. this development indicates immediate requirement for ldo.","Jamshedpur, JH","genset, marine, backup",LDO,HSD (High Speed Diesel),6,0.96,New,2026-01-09,Reliance,True,7.4399999999999995
52ad91e5-e1b8-4fe1-9df4-7ca55f77473e,https://economictimes.indiatimes.com/news/signal-141,95,Reliance Infra,Power & Logistics,"notice: reliance infra is initiating a captive power plant backup in ahmedabad, gj. this development indicates immediate requirement for ldo.","Chennai, TN","genset, marine, backup",LDO,HSD (High Speed Diesel),7,0.91,New,2026-01-30,Reliance,True,7.84
84d1eac3-78a7-4ed2-9a61-a80a34f6b1c5,https://dgft.gov.in/tenders/news/signal-142,98,JSW Ltd,Textiles (Jute),"notice: jsw ltd is initiating a batching oil procurement in nagpur, mh. this development indicates immediate requirement for jbo (jute batching oil).","Nagpur, MH","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),7,0.97,New,2026-01-13,Jsw,True,8.08
51b1b221-8759-4c69-a864-b6cfc4e4f611,https://economictimes.indiatimes.com/news/signal-143,95,Vedanta Industries,Manufacturing (Steel/Glass),"notice: vedanta industries is initiating a new blast furnace installation in chennai, tn. this development indicates immediate requirement for furnace oil (fo).","Ahmedabad, GJ","thermal, smelting, billets",Furnace Oil (FO),LSHS (Low Sulphur fuel),5,0.87,New,2026-01-02,Vedanta,True,6.48
6c4af845-93c7-4fa4-a1f7-22c60836633d,https://industry-news-wire.in/news/signal-144,70,GMR Infra,Road Construction,"notice: gmr infra is initiating a pavement resurfacing in kolkata, wb. this development indicates immediate requirement for bitumen.","Chennai, TN","tarmac, NHAI, civil works",Bitumen,LDO (Machinery fuel),4,0.97,New,2026-01-06,Gmr,False,6.279999999999999
698f16d5-4a99-46ca-a4bd-25323a425742,https://economictimes.indiatimes.com/news/signal-145,95,GMR Ltd,Chemical & Solvents,"notice: gmr ltd is initiating a industrial cleaning unit in kolkata, wb. this development indicates immediate requirement for hexane.","Nagpur, MH","extraction, purification, solvent",Hexane,Solvent 1425,6,0.9,New,2026-01-21,Gmr,True,7.199999999999999
9d7421ad-f5cb-4e93-8f56-187c39914c8d,https://economictimes.indiatimes.com/news/signal-146,95,L&T Industries,Road Construction,"notice: l&t industries is initiating a expressway construction in ahmedabad, gj. this development indicates immediate requirement for bitumen.","Visakhapatnam, AP","tarmac, NHAI, civil works",Bitumen,LDO (Machinery fuel),7,0.85,New,2026-01-07,L&T,True,7.6
7449e162-7276-4bf5-92aa-5587b110438f,https://industry-news-wire.in/news/signal-147,70,Vedanta Infra,Power & Logistics,"notice: vedanta infra is initiating a dg set maintenance in nagpur, mh. this development indicates immediate requirement for ldo.","Ahmedabad, GJ","genset, marine, backup",LDO,HSD (High Speed Diesel),6,0.93,New,2026-01-15,Vedanta,False,7.32
b9f9e13f-4761-4314-8c40-662b65ba413f,https://dgft.gov.in/tenders/news/signal-148,98,Jindal Industries,Road Construction,"notice: jindal industries is initiating a nhai highway project in chennai, tn. this development indicates immediate requirement for bitumen.","Kolkata, WB","tarmac, NHAI, civil works",Bitumen,LDO (Machinery fuel),4,0.94,New,2026-01-16,Jindal,True,6.16
77d5f5eb-742f-471a-a698-3229c2f974dd,https://industry-news-wire.in/news/signal-149,70,GMR Infra,Power & Logistics,"notice: gmr infra is initiating a dg set maintenance in jamshedpur, jh. this development indicates immediate requirement for ldo.","Jamshedpur, JH","genset, marine, backup",LDO,HSD (High Speed Diesel),7,0.9,New,2026-01-28,Gmr,False,7.800000000000001
e6da93b1-5178-455f-add7-adb4cc933371,https://economictimes.indiatimes.com/news/signal-150,95,Jindal Enterprises,Manufacturing (Steel/Glass),"notice: jindal enterprises is initiating a boiler capacity expansion in nagpur, mh. this development indicates immediate requirement for furnace oil (fo).","Chennai, TN","thermal, smelting, billets",Furnace Oil (FO),LSHS (Low Sulphur fuel),4,0.91,New,2026-01-25,Jindal,True,6.04
8e574fa3-193c-4825-baa5-2ed36d89f93d,https://economictimes.indiatimes.com/news/signal-151,95,Vedanta Group,Power & Logistics,"notice: vedanta group is initiating a dg set maintenance in kolkata, wb. this development indicates immediate requirement for ldo.","Visakhapatnam, AP","genset, marine, backup",LDO,HSD (High Speed Diesel),5,0.82,New,2026-02-01,Vedanta,True,6.279999999999999
53df4f20-e585-4b3e-93ba-735dde3740e0,https://dgft.gov.in/tenders/news/signal-152,98,Vedanta Enterprises,Power & Logistics,"notice: vedanta enterprises is initiating a port bunkering service in kolkata, wb. this development indicates immediate requirement for ldo.","Chennai, TN","genset, marine, backup",LDO,HSD (High Speed Diesel),7,0.79,New,2026-01-25,Vedanta,True,7.36
490e2cca-06de-4093-99d6-949e42eb16e1,https://economictimes.indiatimes.com/news/signal-153,95,Reliance Ltd,Chemical & Solvents,"notice: reliance ltd is initiating a solvent extraction unit in kolkata, wb. this development indicates immediate requirement for hexane.","Nagpur, MH","extraction, purification, solvent",Hexane,Solvent 1425,6,0.94,New,2026-01-01,Reliance,True,7.359999999999999
5b2bce74-45e6-4bb0-9853-336b32a1cf1d,https://industry-news-wire.in/news/signal-154,70,GMR Group,Textiles (Jute),"notice: gmr group is initiating a jute mill modernization in visakhapatnam, ap. this development indicates immediate requirement for jbo (jute batching oil).","Kolkata, WB","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),4,0.83,New,2026-02-01,Gmr,False,5.72
f2e6f658-7658-4fc0-918b-b5d1a4fd0d16,https://dgft.gov.in/tenders/news/signal-155,98,Birla Ltd,Power & Logistics,"notice: birla ltd is initiating a port bunkering service in ahmedabad, gj. this development indicates immediate requirement for ldo.","Nagpur, MH","genset, marine, backup",LDO,HSD (High Speed Diesel),6,0.98,New,2026-01-01,Birla,True,7.52
5c0207ca-ea34-41cd-bc20-eb854da04c41,https://economictimes.indiatimes.com/news/signal-156,95,Vedanta Industries,Manufacturing (Steel/Glass),"notice: vedanta industries is initiating a heat treatment plant in chennai, tn. this development indicates immediate requirement for furnace oil (fo).","Ahmedabad, GJ","thermal, smelting, billets",Furnace Oil (FO),LSHS (Low Sulphur fuel),5,0.8,New,2026-02-03,Vedanta,True,6.2
25a8c5fe-467d-40a6-835d-897e5b96917a,https://economictimes.indiatimes.com/news/signal-157,95,UltraTech Industries,Manufacturing (Steel/Glass),"notice: ultratech industries is initiating a heat treatment plant in ahmedabad, gj. this development indicates immediate requirement for furnace oil (fo).","Kolkata, WB","thermal, smelting, billets",Furnace Oil (FO),LSHS (Low Sulphur fuel),4,0.8,New,2026-01-15,Ultratech,True,5.6
dc00fa14-6eb2-466a-bbf9-b336575bdfd8,https://dgft.gov.in/tenders/news/signal-158,98,UltraTech Infra,Textiles (Jute),"notice: ultratech infra is initiating a fibre softening process in ahmedabad, gj. this development indicates immediate requirement for jbo (jute batching oil).","Kolkata, WB","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),5,0.86,New,2026-01-14,Ultratech,True,6.4399999999999995
b6345071-7d91-4511-a856-650ac8f0bcb8,https://economictimes.indiatimes.com/news/signal-159,95,Vedanta Industries,Chemical & Solvents,"notice: vedanta industries is initiating a edible oil refinery setup in visakhapatnam, ap. this development indicates immediate requirement for hexane.","Jamshedpur, JH","extraction, purification, solvent",Hexane,Solvent 1425,5,0.96,New,2026-01-31,Vedanta,True,6.84
48c8284d-e945-4739-bfdb-d6987583896e,https://economictimes.indiatimes.com/news/signal-160,95,Tata Enterprises,Chemical & Solvents,"notice: tata enterprises is initiating a solvent extraction unit in ahmedabad, gj. this development indicates immediate requirement for hexane.","Ahmedabad, GJ","extraction, purification, solvent",Hexane,Solvent 1425,5,0.84,New,2026-01-22,Tata,True,6.359999999999999
3837244f-b31d-4adb-b462-7842b8b6ce73,https://industry-news-wire.in/news/signal-161,70,Jindal Enterprises,Power & Logistics,"notice: jindal enterprises is initiating a dg set maintenance in ahmedabad, gj. this development indicates immediate requirement for ldo.","Kolkata, WB","genset, marine, backup",LDO,HSD (High Speed Diesel),4,0.8,New,2026-01-13,Jindal,False,5.6
e84be368-2f21-4bfb-bb7f-4b7862f42716,https://dgft.gov.in/tenders/news/signal-162,98,JSW Infra,Road Construction,"notice: jsw infra is initiating a nhai highway project in jamshedpur, jh. this development indicates immediate requirement for bitumen.","Jamshedpur, JH","tarmac, NHAI, civil works",Bitumen,LDO (Machinery fuel),4,0.94,New,2026-01-03,Jsw,True,6.16
13391dd4-0100-4eb0-93e5-c6b801fb59b9,https://economictimes.indiatimes.com/news/signal-163,95,Tata Industries,Textiles (Jute),"notice: tata industries is initiating a batching oil procurement in kolkata, wb. this development indicates immediate requirement for jbo (jute batching oil).","Nagpur, MH","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),5,0.91,New,2026-02-02,Tata,True,6.640000000000001
5116edc9-9e0a-4295-906f-5c66ac766dc1,https://economictimes.indiatimes.com/news/signal-164,95,Tata Group,Road Construction,"notice: tata group is initiating a bridge building in visakhapatnam, ap. this development indicates immediate requirement for bitumen.","Kolkata, WB","tarmac, NHAI, civil works",Bitumen,LDO (Machinery fuel),5,0.85,New,2026-01-05,Tata,True,6.4
e742e2e7-2627-470e-bad0-b330f5c28268,https://dgft.gov.in/tenders/news/signal-165,98,Adani Infra,Road Construction,"notice: adani infra is initiating a bridge building in ahmedabad, gj. this development indicates immediate requirement for bitumen.","Ahmedabad, GJ","tarmac, NHAI, civil works",Bitumen,LDO (Machinery fuel),6,0.78,New,2026-01-04,Adani,True,6.72
f58fc902-61ff-465b-b647-9f622c7463b7,https://dgft.gov.in/tenders/news/signal-166,98,Birla Infra,Road Construction,"notice: birla infra is initiating a nhai highway project in ahmedabad, gj. this development indicates immediate requirement for bitumen.","Jamshedpur, JH","tarmac, NHAI, civil works",Bitumen,LDO (Machinery fuel),4,0.94,New,2026-01-17,Birla,True,6.16
2080b578-723b-41de-8c6e-1bd9905853eb,https://industry-news-wire.in/news/signal-167,70,JSW Enterprises,Power & Logistics,"notice: jsw enterprises is initiating a port bunkering service in kolkata, wb. this development indicates immediate requirement for ldo.","Chennai, TN","genset, marine, backup",LDO,HSD (High Speed Diesel),5,0.84,New,2026-01-15,Jsw,False,6.359999999999999
559bcf23-391d-4966-9b04-84802e56a50a,https://economictimes.indiatimes.com/news/signal-168,95,Adani Group,Road Construction,"notice: adani group is initiating a expressway construction in visakhapatnam, ap. this development indicates immediate requirement for bitumen.","Visakhapatnam, AP","tarmac, NHAI, civil works",Bitumen,LDO (Machinery fuel),5,0.93,New,2026-01-17,Adani,True,6.720000000000001
55f76b55-9607-474e-805b-ea44ace22ae6,https://dgft.gov.in/tenders/news/signal-169,98,UltraTech Infra,Manufacturing (Steel/Glass),"notice: ultratech infra is initiating a boiler capacity expansion in ahmedabad, gj. this development indicates immediate requirement for furnace oil (fo).","Nagpur, MH","thermal, smelting, billets",Furnace Oil (FO),LSHS (Low Sulphur fuel),4,0.96,New,2026-02-02,Ultratech,True,6.24
2ed87710-aa44-4bd7-b166-321178e2de5c,https://industry-news-wire.in/news/signal-170,70,Vedanta Group,Textiles (Jute),"notice: vedanta group is initiating a batching oil procurement in ahmedabad, gj. this development indicates immediate requirement for jbo (jute batching oil).","Ahmedabad, GJ","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),5,0.87,New,2026-02-05,Vedanta,False,6.48
f3cb922b-ba6e-4e50-bdc8-03dfc6ac9ec4,https://economictimes.indiatimes.com/news/signal-171,95,Birla Industries,Chemical & Solvents,"notice: birla industries is initiating a industrial cleaning unit in jamshedpur, jh. this development indicates immediate requirement for hexane.","Ahmedabad, GJ","extraction, purification, solvent",Hexane,Solvent 1425,5,0.9,New,2026-02-02,Birla,True,6.6
cd1c2b8a-a0ee-4c7b-8847-5bf1e6e1098b,https://dgft.gov.in/tenders/news/signal-172,98,UltraTech Ltd,Manufacturing (Steel/Glass),"notice: ultratech ltd is initiating a heat treatment plant in kolkata, wb. this development indicates immediate requirement for furnace oil (fo).","Chennai, TN","thermal, smelting, billets",Furnace Oil (FO),LSHS (Low Sulphur fuel),6,0.79,New,2026-01-02,Ultratech,True,6.76
65fc8ad3-1669-4777-8755-ce9b4416fd04,https://dgft.gov.in/tenders/news/signal-173,98,Birla Enterprises,Power & Logistics,"notice: birla enterprises is initiating a captive power plant backup in jamshedpur, jh. this development indicates immediate requirement for ldo.","Ahmedabad, GJ","genset, marine, backup",LDO,HSD (High Speed Diesel),4,0.89,New,2026-01-18,Birla,True,5.96
880a7d6d-5ed3-4e13-a943-ff14030be9ea,https://industry-news-wire.in/news/signal-174,70,Tata Group,Textiles (Jute),"notice: tata group is initiating a batching oil procurement in nagpur, mh. this development indicates immediate requirement for jbo (jute batching oil).","Kolkata, WB","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),5,0.76,New,2026-01-01,Tata,False,6.04
ac4b7d4d-0f1a-44da-895a-3643bfa72a74,https://industry-news-wire.in/news/signal-175,70,Jindal Ltd,Textiles (Jute),"notice: jindal ltd is initiating a batching oil procurement in kolkata, wb. this development indicates immediate requirement for jbo (jute batching oil).","Jamshedpur, JH","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),7,0.85,New,2026-01-21,Jindal,False,7.6
c95d4e53-8efb-4fa0-a44a-85cd2987c156,https://industry-news-wire.in/news/signal-176,70,Tata Enterprises,Chemical & Solvents,"notice: tata enterprises is initiating a edible oil refinery setup in visakhapatnam, ap. this development indicates immediate requirement for hexane.","Visakhapatnam, AP","extraction, purification, solvent",Hexane,Solvent 1425,4,0.8,New,2026-01-07,Tata,False,5.6
38b345c8-c7c5-4edf-b73c-72ead477f051,https://industry-news-wire.in/news/signal-177,70,L&T Ltd,Chemical & Solvents,"notice: l&t ltd is initiating a solvent extraction unit in ahmedabad, gj. this development indicates immediate requirement for hexane.","Visakhapatnam, AP","extraction, purification, solvent",Hexane,Solvent 1425,4,0.83,New,2026-02-02,L&T,False,5.72
d3f160ed-c86b-4494-9cf2-04cdecc3aaa1,https://dgft.gov.in/tenders/news/signal-178,98,Adani Enterprises,Power & Logistics,"notice: adani enterprises is initiating a dg set maintenance in chennai, tn. this development indicates immediate requirement for ldo.","Chennai, TN","genset, marine, backup",LDO,HSD (High Speed Diesel),7,0.88,New,2026-01-03,Adani,True,7.720000000000001
4198e6ea-efa0-47f6-9b65-478f57b537c8,https://economictimes.indiatimes.com/news/signal-179,95,JSW Infra,Textiles (Jute),"notice: jsw infra is initiating a fibre softening process in chennai, tn. this development indicates immediate requirement for jbo (jute batching oil).","Nagpur, MH","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),7,0.96,New,2026-01-20,Jsw,True,8.04
f8dbc79d-eeac-4299-ba75-de8e39fa700c,https://dgft.gov.in/tenders/news/signal-180,98,Birla Group,Road Construction,"notice: birla group is initiating a nhai highway project in chennai, tn. this development indicates immediate requirement for bitumen.","Chennai, TN","tarmac, NHAI, civil works",Bitumen,LDO (Machinery fuel),6,0.81,New,2026-02-01,Birla,True,6.84
35e4a299-ba83-4049-afca-2d10190bf936,https://economictimes.indiatimes.com/news/signal-181,95,UltraTech Infra,Textiles (Jute),"notice: ultratech infra is initiating a batching oil procurement in nagpur, mh. this development indicates immediate requirement for jbo (jute batching oil).","Nagpur, MH","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),5,0.86,New,2026-01-12,Ultratech,True,6.4399999999999995
7f51312b-c4bd-4008-ba35-05d91cc3ebc8,https://economictimes.indiatimes.com/news/signal-182,95,Tata Enterprises,Textiles (Jute),"notice: tata enterprises is initiating a fibre softening process in nagpur, mh. this development indicates immediate requirement for jbo (jute batching oil).","Nagpur, MH","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),5,0.84,New,2026-01-19,Tata,True,6.359999999999999
d9f5c927-439f-4d8a-adea-d84b900cfd1e,https://industry-news-wire.in/news/signal-183,70,Adani Infra,Road Construction,"notice: adani infra is initiating a nhai highway project in chennai, tn. this development indicates immediate requirement for bitumen.","Kolkata, WB","tarmac, NHAI, civil works",Bitumen,LDO (Machinery fuel),4,0.94,New,2026-01-13,Adani,False,6.16
89bb5189-ab50-47d9-aea9-5447d6578449,https://dgft.gov.in/tenders/news/signal-184,98,L&T Enterprises,Manufacturing (Steel/Glass),"notice: l&t enterprises is initiating a heat treatment plant in visakhapatnam, ap. this development indicates immediate requirement for furnace oil (fo).","Jamshedpur, JH","thermal, smelting, billets",Furnace Oil (FO),LSHS (Low Sulphur fuel),4,0.96,New,2026-01-09,L&T,True,6.24
19523a18-f5f7-4d66-aa14-ee66e03ec6e3,https://dgft.gov.in/tenders/news/signal-185,98,UltraTech Industries,Manufacturing (Steel/Glass),"notice: ultratech industries is initiating a new blast furnace installation in visakhapatnam, ap. this development indicates immediate requirement for furnace oil (fo).","Jamshedpur, JH","thermal, smelting, billets",Furnace Oil (FO),LSHS (Low Sulphur fuel),5,0.96,New,2026-01-16,Ultratech,True,6.84
fce2df25-690a-4cdb-8615-531a400a47b6,https://industry-news-wire.in/news/signal-186,70,Reliance Group,Chemical & Solvents,"notice: reliance group is initiating a edible oil refinery setup in ahmedabad, gj. this development indicates immediate requirement for hexane.","Nagpur, MH","extraction, purification, solvent",Hexane,Solvent 1425,5,0.93,New,2026-01-28,Reliance,False,6.720000000000001
f153e84f-e7fe-49ae-90e8-78a8afd3b9f7,https://economictimes.indiatimes.com/news/signal-187,95,Tata Enterprises,Road Construction,"notice: tata enterprises is initiating a nhai highway project in kolkata, wb. this development indicates immediate requirement for bitumen.","Nagpur, MH","tarmac, NHAI, civil works",Bitumen,LDO (Machinery fuel),7,0.93,New,2026-01-22,Tata,True,7.92
917209fa-b954-40cf-916e-41a148b25165,https://dgft.gov.in/tenders/news/signal-188,98,Adani Ltd,Chemical & Solvents,"notice: adani ltd is initiating a industrial cleaning unit in kolkata, wb. this development indicates immediate requirement for hexane.","Visakhapatnam, AP","extraction, purification, solvent",Hexane,Solvent 1425,6,0.93,New,2026-01-10,Adani,True,7.32
56f1bd80-a518-443d-9813-7a124ac45140,https://economictimes.indiatimes.com/news/signal-189,95,Birla Ltd,Manufacturing (Steel/Glass),"notice: birla ltd is initiating a heat treatment plant in jamshedpur, jh. this development indicates immediate requirement for furnace oil (fo).","Kolkata, WB","thermal, smelting, billets",Furnace Oil (FO),LSHS (Low Sulphur fuel),6,0.8,New,2026-02-03,Birla,True,6.8
050a809d-439c-47f4-b9cc-96581b66d5fc,https://economictimes.indiatimes.com/news/signal-190,95,UltraTech Group,Textiles (Jute),"notice: ultratech group is initiating a batching oil procurement in jamshedpur, jh. this development indicates immediate requirement for jbo (jute batching oil).","Ahmedabad, GJ","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),5,0.88,New,2026-01-19,Ultratech,True,6.52
b52e26e0-2a33-496f-974c-00ff08b2c945,https://industry-news-wire.in/news/signal-191,70,L&T Infra,Chemical & Solvents,"notice: l&t infra is initiating a edible oil refinery setup in visakhapatnam, ap. this development indicates immediate requirement for hexane.","Ahmedabad, GJ","extraction, purification, solvent",Hexane,Solvent 1425,6,0.82,New,2026-01-16,L&T,False,6.879999999999999
8172b59c-82c4-491a-babe-1fb7f00f604d,https://economictimes.indiatimes.com/news/signal-192,95,UltraTech Industries,Chemical & Solvents,"notice: ultratech industries is initiating a industrial cleaning unit in ahmedabad, gj. this development indicates immediate requirement for hexane.","Ahmedabad, GJ","extraction, purification, solvent",Hexane,Solvent 1425,7,0.77,New,2026-01-03,Ultratech,True,7.28
d040a71f-13cb-4c3a-a601-8a928774430e,https://industry-news-wire.in/news/signal-193,70,Reliance Infra,Chemical & Solvents,"notice: reliance infra is initiating a industrial cleaning unit in kolkata, wb. this development indicates immediate requirement for hexane.","Ahmedabad, GJ","extraction, purification, solvent",Hexane,Solvent 1425,7,0.83,New,2026-01-22,Reliance,False,7.52
f5f84f29-c4f0-4b1d-9b26-30c3007e09f3,https://dgft.gov.in/tenders/news/signal-194,98,Jindal Ltd,Power & Logistics,"notice: jindal ltd is initiating a port bunkering service in jamshedpur, jh. this development indicates immediate requirement for ldo.","Ahmedabad, GJ","genset, marine, backup",LDO,HSD (High Speed Diesel),6,0.97,New,2026-02-01,Jindal,True,7.4799999999999995
b9e0b8d0-0d1b-46dc-8dd3-7fdcb41589b9,https://economictimes.indiatimes.com/news/signal-195,95,L&T Industries,Manufacturing (Steel/Glass),"notice: l&t industries is initiating a boiler capacity expansion in visakhapatnam, ap. this development indicates immediate requirement for furnace oil (fo).","Chennai, TN","thermal, smelting, billets",Furnace Oil (FO),LSHS (Low Sulphur fuel),6,0.93,New,2026-01-25,L&T,True,7.32
a7d86602-0153-46e5-84ea-99426b350abf,https://dgft.gov.in/tenders/news/signal-196,98,GMR Enterprises,Chemical & Solvents,"notice: gmr enterprises is initiating a solvent extraction unit in kolkata, wb. this development indicates immediate requirement for hexane.","Visakhapatnam, AP","extraction, purification, solvent",Hexane,Solvent 1425,7,0.98,New,2026-01-05,Gmr,True,8.120000000000001
418df111-3a23-410e-aa38-7ab846e8468b,https://industry-news-wire.in/news/signal-197,70,Reliance Group,Road Construction,"notice: reliance group is initiating a expressway construction in nagpur, mh. this development indicates immediate requirement for bitumen.","Chennai, TN","tarmac, NHAI, civil works",Bitumen,LDO (Machinery fuel),4,0.92,New,2026-01-17,Reliance,False,6.08
a8010c2f-7b68-4db6-bd62-b492042fffd7,https://economictimes.indiatimes.com/news/signal-198,95,UltraTech Industries,Textiles (Jute),"notice: ultratech industries is initiating a fibre softening process in nagpur, mh. this development indicates immediate requirement for jbo (jute batching oil).","Nagpur, MH","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),6,0.93,New,2026-01-28,Ultratech,True,7.32
b7425398-7d36-404c-bfbd-95d67589d1a1,https://economictimes.indiatimes.com/news/signal-199,95,L&T Infra,Textiles (Jute),"notice: l&t infra is initiating a batching oil procurement in chennai, tn. this development indicates immediate requirement for jbo (jute batching oil).","Nagpur, MH","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),5,0.97,New,2026-01-01,L&T,True,6.88
1fcdff62-0840-4224-9a20-c35d865afb98,https://dgft.gov.in/tenders/news/signal-200,98,JSW Ltd,Textiles (Jute),"notice: jsw ltd is initiating a fibre softening process in jamshedpur, jh. this development indicates immediate requirement for jbo (jute batching oil).","Chennai, TN","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),5,0.91,New,2026-01-08,Jsw,True,6.640000000000001
5e17ce92-36a5-46da-90bf-7ec7f259c5bd,https://dgft.gov.in/tenders/news/signal-201,98,Reliance Infra,Textiles (Jute),"notice: reliance infra is initiating a jute mill modernization in nagpur, mh. this development indicates immediate requirement for jbo (jute batching oil).","Ahmedabad, GJ","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),6,0.9,New,2026-01-13,Reliance,True,7.199999999999999
58e1b1d5-acb0-44fc-927d-d2d198ed774f,https://industry-news-wire.in/news/signal-202,70,Vedanta Ltd,Manufacturing (Steel/Glass),"notice: vedanta ltd is initiating a heat treatment plant in visakhapatnam, ap. this development indicates immediate requirement for furnace oil (fo).","Chennai, TN","thermal, smelting, billets",Furnace Oil (FO),LSHS (Low Sulphur fuel),6,0.94,New,2026-01-01,Vedanta,False,7.359999999999999
8b247623-c27a-4ba1-8e7d-81915c0a565a,https://economictimes.indiatimes.com/news/signal-203,95,GMR Industries,Road Construction,"notice: gmr industries is initiating a expressway construction in ahmedabad, gj. this development indicates immediate requirement for bitumen.","Ahmedabad, GJ","tarmac, NHAI, civil works",Bitumen,LDO (Machinery fuel),7,0.87,New,2026-01-05,Gmr,True,7.68
e41b4e06-e6f1-4d61-a616-fdb624f0829c,https://economictimes.indiatimes.com/news/signal-204,95,Reliance Enterprises,Road Construction,"notice: reliance enterprises is initiating a nhai highway project in chennai, tn. this development indicates immediate requirement for bitumen.","Ahmedabad, GJ","tarmac, NHAI, civil works",Bitumen,LDO (Machinery fuel),4,0.92,New,2026-01-21,Reliance,True,6.08
f45a733d-5299-4332-8332-9353ec9da7b9,https://industry-news-wire.in/news/signal-205,70,JSW Ltd,Manufacturing (Steel/Glass),"notice: jsw ltd is initiating a new blast furnace installation in chennai, tn. this development indicates immediate requirement for furnace oil (fo).","Jamshedpur, JH","thermal, smelting, billets",Furnace Oil (FO),LSHS (Low Sulphur fuel),7,0.82,New,2026-01-31,Jsw,False,7.48
3b99e5d7-47a4-4b5f-ae60-fc5394a62d28,https://economictimes.indiatimes.com/news/signal-206,95,Reliance Enterprises,Chemical & Solvents,"notice: reliance enterprises is initiating a solvent extraction unit in visakhapatnam, ap. this development indicates immediate requirement for hexane.","Visakhapatnam, AP","extraction, purification, solvent",Hexane,Solvent 1425,4,0.8,New,2026-01-12,Reliance,True,5.6
9690f6cb-c1d8-4f66-975e-0f87ca335c17,https://dgft.gov.in/tenders/news/signal-207,98,Birla Enterprises,Chemical & Solvents,"notice: birla enterprises is initiating a industrial cleaning unit in jamshedpur, jh. this development indicates immediate requirement for hexane.","Nagpur, MH","extraction, purification, solvent",Hexane,Solvent 1425,7,0.77,New,2026-01-19,Birla,True,7.28
